trail_name,osm_id,total_score,breakdown,distance_miles,surface,difficulty,highway_type,county,ref
Pilot Rock Trail,84491740,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.28,ground,unknown,path,Unknown,321
Mount Sterling Trail,167432896,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.269,ground,unknown,path,Unknown,nan
Appalachian Trail,115004765,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.263,ground,unknown,path,Unknown,TR 1-08
Pink Beds Loop Trail,112927464,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.255,ground,unknown,path,Unknown,nan
Cove Creek Trail,152918962,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.247,ground,unknown,path,Unknown,340
Road Prong Trail,167434042,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.244,ground,unknown,path,Unknown,nan
Big Creek Trail,431473126,90,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",2.239,ground,unknown,track,Unknown,nan
Haywood Gap Trail,616960234,95,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.211,ground,mountain_hiking,path,Unknown,nan
Newberry Creek Trail,410475881,95,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.205,ground,mountain_hiking,path,Unknown,TR 210
Indian Creek Trail,167432347,90,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",2.192,ground,unknown,track,Unknown,nan
Avery Creek,152732182,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.188,ground,unknown,path,Unknown,327
Mountains-to-Sea Trail,587054166,95,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.178,ground,mountain_hiking,path,Unknown,nan
Catheys Creek Road,16786659,105,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",2.169,gravel,grade2,track,Unknown,FS 471
Vinyard Gap,152672982,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.163,ground,unknown,path,Unknown,324
Trail 16655100,16655100,95,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 10}",2.162,gravel,grade2,track,Madison,FS 275
Catawba Falls Ridge Trail,1305574249,65,"{'surface': 20, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.155,unpaved,unknown,path,Unknown,nan
Locust Gap Trail,1160915111,90,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",2.151,ground,unknown,track,Unknown,nan
Barnett Branch Trail,424738951,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.145,ground,unknown,path,Unknown,618
West Ridge Trail,430789107,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.133,ground,demanding_mountain_hiking,path,Unknown,nan
White Oak Flats Trail,653661358,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.13,ground,unknown,path,Unknown,TR 293
Pilot Cove Loop,112927509,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.114,ground,unknown,path,Unknown,320a
Deep Gap Trail,18937690,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.111,ground,demanding_mountain_hiking,path,Unknown,nan
Graybeard Trail,224378846,105,"{'surface': 40, 'difficulty': 25, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.097,ground,hiking,path,Unknown,nan
North Mills River Trail,112927507,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.082,ground,unknown,path,Unknown,nan
Thompson Creek,112927490,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.079,ground,unknown,path,Unknown,662
Wilson Boundary Road,274851180,100,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",2.062,ground,grade4,track,Yancey,nan
Big Clifty Road,636162608,105,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",2.04,gravel,grade2,track,Unknown,FS 404
Chestnut Branch Trail,167431826,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.038,ground,unknown,path,Unknown,nan
Right Prong Road,976235973,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.032,ground,unknown,path,Unknown,nan
Greens Lick Trail,114869515,115,"{'surface': 40, 'difficulty': 25, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 10}",2.016,ground,hiking,path,Unknown,FS 139
Stoney Fork Road,279671519,105,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",2.004,gravel,grade2,track,Unknown,FS 63
Chimney Rocks Trail,611634253,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",2.003,ground,unknown,path,Unknown,TR 154
Big Creek,202430384,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.999,ground,unknown,path,Unknown,102
Big Hurricane Creek Road,395477396,90,"{'surface': 20, 'difficulty': 15, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",1.998,unpaved,grade4,track,Unknown,FS 3578
Carolina Loop,1217896823,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 15, 'named': 10, 'forest_service': 0}",1.995,ground,unknown,footway,Unknown,nan
Trail 16619179,16619179,90,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 10}",1.992,ground,unknown,track,Jackson,FS 4644
Fork Ridge Trail,653666203,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.991,ground,unknown,path,Unknown,TR 285
Cove Creek Road,497201396,110,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",1.988,ground,grade4,track,Unknown,FS 225
Huskey Gap Trail,167432336,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.987,ground,unknown,path,Unknown,nan
Appalachian Trail,543420931,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.975,ground,unknown,path,Unknown,TR 1-08
Appalachian Trail,30671405,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.97,ground,unknown,path,Unknown,TR 1-08
Cowee Bald Road,16776938,105,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",1.968,gravel,grade2,track,Unknown,FS 70
Black Mountain Trail,503074050,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.961,ground,unknown,path,Unknown,127
Trail 1160071680,1160071680,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 0}",1.942,ground,unknown,track,Unknown,nan
Rock Quarry Road,16787836,75,"{'surface': 25, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",1.941,gravel,unknown,track,Transylvania,nan
Lanning Ridge Road,267289204,105,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",1.933,gravel,grade2,track,Unknown,FS 5046
Graveyard Ridge Trail,453604223,80,"{'surface': 20, 'difficulty': 15, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",1.932,unpaved,mountain_hiking,track,Unknown,GRT
Appalachian Trail,395188925,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.931,ground,unknown,path,Unknown,TR 1-08
Turkey Pen Cove Trail,977072720,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.929,ground,unknown,path,Unknown,TR 15
Deep Creek Trail,981371506,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.929,ground,unknown,path,Unknown,nan
Hard Times Road,271771479,105,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",1.924,gravel,grade2,track,Unknown,FS 480
Artie Hollow Trail,708825142,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.923,ground,unknown,path,Unknown,TR 18
Summey Cove Trail,319945121,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.917,ground,demanding_mountain_hiking,path,Unknown,nan
Trail 267283639,267283639,90,"{'surface': 20, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 10}",1.906,unpaved,grade3,track,Unknown,FS 475C
475B,313768902,105,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",1.894,gravel,grade2,track,Unknown,FS 475B
Conservation Road,266891766,95,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",1.875,gravel,grade2,track,Unknown,nan
Twin Creeks Trail,226158355,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.873,ground,unknown,path,Unknown,nan
Bent Creek Trail,266170525,125,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",1.858,gravel,grade2,track,Buncombe,FS 480A
Headwater Road,628901563,105,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",1.831,gravel,grade2,track,Unknown,FS 475B
Trail 425618400,425618400,85,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 15, 'named': 0, 'forest_service': 0}",1.824,ground,mountain_hiking,path,Unknown,nan
New Butter Gap Trail,1310761563,80,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.82,dirt,unknown,path,Unknown,nan
Flat Top Road,161778979,105,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",1.814,gravel,grade2,track,Unknown,FS 278
Deep Creek Trail,978558768,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.813,ground,unknown,path,Unknown,nan
Trail 1241711578,1241711578,100,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 0}",1.812,ground,grade3,track,Unknown,nan
Black Mountain Trail,1009980092,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.809,ground,unknown,path,Unknown,127
Hard Times Road,1236751299,105,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",1.809,gravel,grade2,track,Unknown,FS 480
Trail 1180534876,1180534876,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 0, 'forest_service': 0}",1.807,ground,unknown,path,Unknown,nan
Mountains-to-Sea Trail,587054193,95,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.797,ground,mountain_hiking,path,Unknown,nan
Big Butt Road,653670288,90,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",1.795,ground,grade5,track,Unknown,nan
Ivestor Gap Trail,114815658,100,"{'surface': 20, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",1.786,unpaved,grade2,track,Unknown,FS 101
Trail 989734611,989734611,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 0, 'forest_service': 0}",1.785,ground,unknown,path,Unknown,nan
Buckhorn Gap,279403595,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.779,ground,unknown,path,Unknown,nan
Spencer Gap,178179374,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.777,ground,unknown,path,Unknown,600
Big Clifty Road,727188020,85,"{'surface': 25, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",1.769,gravel,unknown,track,Cocke,FS 404
Porters Creek Trail,167433591,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.767,ground,unknown,path,Unknown,nan
Pine Tree Loop,99868531,115,"{'surface': 40, 'difficulty': 25, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 10}",1.758,ground,hiking,path,Unknown,FS 336
Paint Creek Trail,666337151,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.758,ground,unknown,path,Unknown,TR 10
East Fork Trail,1158262589,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 15, 'named': 10, 'forest_service': 0}",1.743,ground,unknown,footway,Unknown,nan
Green Mountain Trail,616960235,95,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.741,ground,mountain_hiking,path,Unknown,nan
Bad Fork Trail,112927470,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.735,ground,unknown,path,Unknown,nan
Trail 1160767694,1160767694,90,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 10}",1.731,ground,unknown,track,Unknown,FS 4645
Trail 1160887050,1160887050,90,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 10}",1.73,ground,unknown,track,Unknown,FS 4651C
Appalachian Trail,30671402,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.727,ground,unknown,path,Unknown,TR 1-08
River Trail,135346216,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.725,ground,unknown,path,Unknown,nan
Buck Forest Road,265280229,90,"{'surface': 20, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",1.725,unpaved,grade2,track,Unknown,nan
Paint Mountain Trail,666337144,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.725,ground,unknown,path,Unknown,TR 7
Boyd Branch Road,163002619,105,"{'surface': 25, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",1.711,gravel,unknown,track,Buncombe,FS 479F
Appalachian Trail,30671399,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.706,ground,unknown,path,Unknown,TR 1-08
Black Mountain Trail,313768212,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.706,ground,unknown,path,Unknown,127
Mount Sterling Ridge Trail,167432907,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.699,ground,unknown,path,Unknown,nan
Quartz Mtn Trail,16435689,120,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",1.695,ground,grade4,track,Buncombe,nan
Stickman,1188153943,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.684,ground,unknown,path,Unknown,nan
Trail 173653240,173653240,80,"{'surface': 20, 'difficulty': 15, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 10}",1.668,unpaved,grade4,track,Unknown,FS 5057
Brushy Creek Trail,249744094,80,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.666,dirt,unknown,path,Unknown,nan
Squibb Creek Trail,791174342,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.665,ground,unknown,path,Unknown,TR 23
Trail 1182374619,1182374619,60,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 0}",1.664,unpaved,unknown,track,Unknown,nan
Chimney Tops Trail,648859821,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.63,ground,unknown,path,Unknown,nan
Grassy Fork Road,723549675,95,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",1.621,gravel,grade2,track,Cocke,nan
Rockhouse Creek Road,279457182,80,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",1.617,unpaved,grade5,track,Unknown,FS 5049
Mountains-to-Sea Trail,855942769,95,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.613,ground,mountain_hiking,path,Unknown,nan
Mountains-to-Sea Trail,98261215,95,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.608,ground,mountain_hiking,path,Unknown,nan
Big Ivy Road,16444776,110,"{'surface': 25, 'difficulty': 10, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",1.593,gravel,grade1,track,Buncombe,FS 74
Cascade Loop,162989447,65,"{'surface': 20, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.593,unpaved,unknown,path,Unknown,nan
Upper Long Branch,770940357,80,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.593,dirt,unknown,path,Unknown,nan
Viper Tower Road,16756850,95,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",1.58,gravel,grade2,track,Unknown,nan
John Rock Trail,762747710,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.575,ground,unknown,path,Unknown,365
Trail 16420205,16420205,95,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 0, 'forest_service': 0}",1.563,ground,unknown,path,Buncombe,nan
Farmer Mountain Road,16654853,95,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",1.559,gravel,grade2,track,Madison,nan
Cherry Cove Road,279408544,90,"{'surface': 20, 'difficulty': 15, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",1.559,unpaved,grade4,track,Unknown,FS 5032
Laurel Log Branch Trail,410475880,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",1.554,ground,demanding_mountain_hiking,path,Unknown,nan
Trail 1189691761,1189691761,60,"{'surface': 25, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 0, 'forest_service': 0}",1.545,gravel,unknown,path,Unknown,nan
